"","logFC","pvalues"
"0",0.163612563361267,0.146728564044221
"1",0.105015960999588,0.0716901055796008
"2",-0.322694832491654,0.341468111790017
"3",0.0905926770513407,0.0996602496629128
"4",-0.114805719200913,0.0854289776231469
"5",0.404725291621669,0.416997347765731
"6",0.194845387942339,0.17314180380677
"7",0.269702453748404,0.228201433388837
"8",-0.40414210438463,0.508512131946445
"9",-0.0524287615303763,0.0335140163667739
"10",0.279119396360932,0.401193615667446
"11",0.139122428959917,0.133940166488113
"12",-0.0263624519479981,0.0234414996468447
"13",0.311926902947914,0.265946042499452
"14",0.374076467373462,0.56360575203851
"15",0.326134090118927,0.281990104819172
"16",0.450590871083703,0.402541230435121
"17",0.197638404208494,0.156479491775621
"18",-1.63013561744952,1.39698127047095
"19",-0.164538528654048,0.136719048063292
"20",-1.82580991032338,1.77723741768349
"21",0.52711547390234,0.5589891394036
"22",0.415338436490834,0.53771511502616
"23",0.388784714531728,0.288779804113407
"24",0.152141377775652,0.126189031634784
"25",-0.100068928537192,0.0883954153958349
"26",0.441702764026327,0.511122775343773
"27",0.384614488683323,0.614015619511776
"28",0.00666005702573772,0.00514545390197398
"29",3.45811202368996,3.76939128349457
"30",-0.241772493319639,0.157283743800738
"31",-1.96446459642134,1.52315633051292
"32",1.16186498894954,1.45573130096261
"33",-0.093712085501643,0.0604883798561321
"34",0.320066439407265,0.365686640791884
"35",3.20591468019762,2.08710118785916
"36",-0.359506887894987,0.350944655328175
"37",-0.990189339451817,0.62752449599846
"38",-0.512623105969569,0.343122233280216
"39",1.04225099676012,1.76081475139741
"40",0.487800310229355,0.490942178233368
"41",0.432539715499969,0.652293300061762
"42",0.080772185413863,0.0688109173001954
"43",0.263799859013025,0.268587653127028
"44",3.55077245702835,4.64287877223489
"45",-1.34157598000764,1.57275067831913
"46",0.55101197179121,0.769051806452071
"47",0.120171893049196,0.112698279705659
"48",0.765716816134152,1.29558098983314
"49",0.574944992175679,0.491869508419441
"50",3.6300840624536,2.80611626644654
"51",2.76550507934613,2.96827565872999
"52",0.442929047927774,0.489907515198341
"53",-0.0411995663220253,0.0366120495760938
"54",0.92848184404255,1.1582252623136
"55",3.3992256225335,2.94515868385735
"56",1.01121976931996,1.62578859762739
"57",-0.783818239117799,0.448377656240885
"58",0.15960908362281,0.134794278336221
"59",0.520046053448701,0.742869277968501
"60",1.37515893948069,2.33186256223528
"61",1.13479999873437,1.01361929532218
"62",0.140754724612582,0.119557692829299
"63",-0.22990880337974,0.11441347699165
"64",0.773235579245774,0.89627002193826
"65",-0.231564789884319,0.265829106677921
"66",0.642267602862085,0.740330853166246
"67",0.813996436065712,0.701424755144674
"68",0.0604393988583459,0.034605805902259
"69",-2.12854146852474,0.860836750929563
"70",1.14115870557758,3.38666128604522
"71",0.058496112324347,0.0292010741497293
"72",0.0655724200418057,0.0499350403905614
"73",0.674452371661772,0.44687353587687
"74",0.441514964223481,0.441027252862604
"75",0.105847492397789,0.0625918939955721
"76",1.82870919752842,2.50841391623788
"77",0.197862385875247,0.192779729706577
"78",0.216688711019785,0.221135786830524
"79",-1.42796124361986,1.95444607404878
"80",0.863392479216611,0.687818585821658
"81",-0.134998831291737,0.118790606194237
"82",0.860323799713029,1.34889391857034
"83",0.445255027452118,0.676476905465636
"84",0.870630082301694,1.85657422271736
"85",2.91375162057246,2.75970316772799
"86",0.316483415606338,0.183229153792902
"87",0.272079438394148,0.510372362238521
"88",-1.77190956639387,1.31078331335838
"89",0.0479063140749412,0.0367234835020798
"90",0.770658015772067,0.475118912822614
"91",0.528263313350997,0.450886291646521
"92",3.39241015073312,3.22269861721862
"93",0.175976349576586,0.216592057882805
"94",0.586927269351065,0.860480396439141
"95",0.568837086966992,0.602010560509549
"96",1.77823148491887,2.7442072422745
"97",4.45209047025177,2.6547159031109
"98",1.12335166400579,0.858086152096541
"99",-0.212040530359689,0.128617328538741
"100",1.10278945870638,0.869757880434854
"101",2.13090024454391,2.67800440101182
"102",0.70877281782167,1.20810788160726
"103",0.372931372171653,0.376453047530556
"104",-0.324554690015887,0.29759911174702
"105",3.55490356939323,3.5910484845826
"106",1.96213267745404,2.73352431685949
"107",0.61757821004554,0.8179839229416
"108",-0.235148181542223,0.215167888442655
"109",2.08663762145281,3.12384279790555
"110",0.608102745933723,0.788745260296546
"111",0.3156663560367,0.265456651931538
"112",-0.151132320370533,0.13909492211087
"113",0.248448087265037,0.215203318787886
"114",0.062031275354413,0.0483667751437252
"115",-0.51865117310902,0.448300289535393
"116",0.598974618601012,0.831741681750486
"117",1.06078205216462,2.01244620477249
"118",0.543588532881248,0.718295613348541
"119",0.752853349326228,1.329853385564
"120",0.0788166286871263,0.0417400149813664
"121",-0.142654642050902,0.175047318316566
"122",-1.19498353642348,0.934828604820278
"123",0.258625564390408,0.180186459967313
"124",0.403934578182029,0.194198218282233
"125",0.98615894295278,0.622473244331415
"126",-0.135715056632291,0.10855556157815
"127",3.50089738134076,2.71001193058825
"128",0.329553102911564,0.337309801061588
"129",-1.41024879867502,1.95101024964998
"130",0.616229777597809,0.569596596153846
"131",0.916811456486304,1.07132699425821
